text,label
simply put i does not work,Does_not_work
horrible doesnt work at all,Does_not_work
does not work And this was the main reason for buying an Echo,Does_not_work
Nothing works,Does_not_work
I have five different stcam models It does not work with any of them,Does_not_work
such a shame that this does not work,Does_not_work
This skill does not work,Does_not_work
It simply does not,Does_not_work
only turns off tv nothing else works,Does_not_work
Really bad will not work,Does_not_work
not much to say it doesnt work dont waste your time,Does_not_work
does not work absolute waste of time FN garbage,Does_not_work
Why does this not work,Does_not_work
no worky,Does_not_work
it does not turn on tv,Does_not_work
It simply does not work,Does_not_work
it will turn tv off but wont turn on,Does_not_work
I would give it a zero if I could the app simply does not work I have the camera and the show set correctly and even turned off the device encryption like the app suggests but echo show will not display the cam feed do not waste your time,Does_not_work
I do not see why it would not work,Does_not_work
Doesnt work Too bad,Does_not_work
Been trying for a few hours It just does not work,Does_not_work
it does not do anything,Does_not_work
I do not even know why they have this skill does not work and pointless,Does_not_work
does not work on Roku,Does_not_work
Either beeps and shut off or gives error message,Does_not_work
This is a worthless app Alexa cannot work it,Does_not_work
Will not work correctly,Does_not_work
It does not work with Alexa,Does_not_work
k does not work with alexa,Does_not_work
We have linked our account and tried everything and it still will not work,Does_not_work
I had this for more than a year and it has never worked,Does_not_work
its impossible see trough echo show,Does_not_work
Does not work do not waste your time,Does_not_work
does not seem to work for me,Does_not_work
does not Work and that is why i bought the Alexa,Does_not_work
Turn off works just fine Turn on does not work,Does_not_work
Connects and finds device it will shut off the TV but no matter what I do it will not turn it back on,Does_not_work
Works well but does not seem to work with my door locks,Does_not_work
does not work and no support from amazon,Does_not_work
this does not work so frustrating,Does_not_work
I have followed instructions to set up the TV and it does not work with Alexa,Does_not_work
So no this does not actually work,Does_not_work
I paired it multiple times and still will not turn on or off my tv,Does_not_work
Try different things and do not work please fix it,Does_not_work
does not work at all,Does_not_work
why it did not work when i use it,Does_not_work
does not work Dropdowns no good,Does_not_work
Have reset my password from the app ten times and this skill will not work,Does_not_work
This really stinks does not work,Does_not_work
Turn off command is not working Getting the message Cameras name does not support that,Does_not_work
does not work well at all Very disappointing,Does_not_work
Have linked and unlinked five times and still does not work,Does_not_work
Me neither No work at all,Does_not_work
Does not work Until software is updated I cannot recommend this product,Does_not_work
Sad it does not work what a waste,Does_not_work
Does not work Will not enable,Does_not_work
Did anyone not get th thermostat to work I see if in my Alexa devices and she says she is setting the temp but nothing happens on my thermostat,Does_not_work
This skill did not work with my Echo Show as it was advetised,Does_not_work
Doesn not work,Does_not_work
Too often says streaming on another device when thats not the case,Does_not_work
Does not work at all probably will send back,Does_not_work
does not work with anything,Does_not_work
did not work at all tried everything,Does_not_work
will not work for me,Does_not_work
none of the commands are working not even the plain name,Does_not_work
Once in a while it works but most of the time it does not,Does_not_work
The app does not work that well and needs a lot of work,Does_not_work
This skill does not work 90 of the time,Does_not_work
do not work at all do not know why,Does_not_work
It says I am not connected to the Internet when clearly that is not the case,Does_not_work
there must be some secretoder ring for this skill because it sure will not launch for me,Does_not_work
tried everything its a no go,Does_not_work
I hate it never works,Does_not_work
Slow to pick up Jworg still not working properly,Does_not_work
It does not work at all Very frustrating,Does_not_work
donesnt work if you dont have alarmcom,Does_not_work
just turned off but not on,Does_not_work
Straight up does not work,Does_not_work
it will turn off but it will not turn on,Does_not_work
It does not work with scene,Does_not_work
After two days of trying to make the Sonos system work with Alexa it still does not work regardless of what I tried to do it is a waste of time,Does_not_work
does not work I am not quite sure what went wrong,Does_not_work
I have been VERY dissatisfied with the thermostat and now the Alexa integration Most things do not work most of the time,Does_not_work
Unfortunately this skill does not work,Does_not_work
This does not work and developers are not fixing it,Does_not_work
Does NOT work BOGUS,Does_not_work
I try to authorize my st lock and it just says unavailble try again later over and over again,Does_not_work
this skill does not work i tried so many times,Does_not_work
not working please fix this crap,Does_not_work
It opens with my echo show and does not do a thing,Does_not_work
Followed all the steps Says it is enabled but it does not work,Does_not_work
SonosAlexa is simply not there yet nothing is working properly Hold off on buying this,Does_not_work
I am trying to at least turn on and turn off my TV but this app is not working,Does_not_work
does not work qaste of time,Does_not_work
Worked for a day now will not turn tv on,Does_not_work
Works one every five attempts do not bother,Does_not_work
Doesnt work with Apple Music,Does_not_work
I do not know why they advertise it but it does not work it does not support the camera and it is a total waste of time,Does_not_work
Yes sign into Vivint thru this App simply does NOT work,Does_not_work
No Good doesnt work,Does_not_work
I set up scenes in the hue app and Alexa picks them up after discovering them but they will not work at all,Does_not_work
Alexa says it will turn the TV onoff but it does not actually do anything,Does_not_work
Rarely works properly Camera not available error message,Does_not_work
Only shuts off tv and doesnt control anything else,Does_not_work
nuki please solve this it is not working at all,Does_not_work
I love Sonos but the Alexa skill does not work consistently I have two Sonos speakers inarate rooms Alexa will only work in one but not both,Does_not_work
does not work She says ok but does nothing with the television,Does_not_work
after trying to type the paswrd not going any further,Does_not_work
It does not work correctly,Does_not_work
will not turn off TV,Does_not_work
alexa says sorry not avabile now and i regestered it seven times,Does_not_work
never works no matter how many times I have linked the service,Does_not_work
worthless app dont even try to use it it wont work,Does_not_work
Does not work I tried restarting my Echo Show and still does not work,Does_not_work
i canAot play my Pandora or my Spotify this is terrible,Does_not_work
what nuts does not work fix please,Does_not_work
So it does not do what it says,Does_not_work
This skill does not work and corgis are the most ugly thing ever,Does_not_work
This does not work When you click to link to your Dominos account it says four hundred and four not found Been like this for at least a week,Does_not_work
i love ticktick but the fact this does not work is very frustrating,Does_not_work
this is not working,Does_not_work
Did not work on any of my three Rokus,Does_not_work
It can connect to eight cam but does not showup,Does_not_work
Worked for awhile but now it will not show cameras on the Echo Show I do not know what to do to fix it,Does_not_work
Plain and simple does not work no matter what I do just does not discover my Arlo cameras,Does_not_work
Says no video skill after linking I donAot know why everything is so difficult Have they just not updated this,Does_not_work
this does not work Im so pissed,Does_not_work
do not waste the time,other
does not use coupons does not listen very well,other
Worthless,other
NO I will not,other
Took a few tries but worked,other
do not waste your time,other
Horrible,other
its bad,other
can not link,other
I do not like starbucks,other
Does not put the right name with birthday,other
does not do anything,other
Apparently our school district and many throughout Minnesota are not available,other
This skill does not work as it does not provide any train times whatsoever,other
will not be buying Starbucks,other
touchdown tommie frazier doesnt work and there is no go big red chant at the end of hail varsity,other
Alexa will already tell if whether or not it is Christmas without this skill,other
App works for bagels Donuts are better than bagels though and this app does not help with that,other
Is this App ever going to NOT be down for MAINTENANCE Not very helpful if it is not available,other
too many prompta,other
Apparently works only on the Big pizza chains and not on small local ones,other
Dude no,other
do not see the usefulness here,other
No no no,other
The music does not last long enough,other
Did not workgave me the number 1 every time,other
bad not my dates,other
You do not need this,other
To bad theres not one for txu because i would use it,other
Did not find this useful as can not add numbers wiimal,other
No,other
ive been asking for days and it is never time to blaze,other
Needs some work,other
Does not tell me its time to blaze when its clearly time to blaze,other
Hillary lostget over it,other
We are NOT going to Flagstaff,other
Very stupid get over yourself already,other
Do not use bad information,other
It is ok Needs more breweries,other
does not know much,other
did not provide any suggestions,other
Sucks do not waste your time,other
I did not get this it does not seem helpful anyways,other
Should not have to say ASK WINE GAL Also needs better suggestions for wines,other
why is this a thingcan alexa not search the internet at all,other
no puedo responder aclo q me pides,other
does not have toast to a wife or girlfriend,other
be it is just me but it just did not help me at all,other
The begining just kept repeating Farthest out got was the part about the floating balloon,other
Just not good at all,other
I did not get an evalu,other
does not even respond Removed and added skill back but still no go,other
does not tell you what the percentage means,other
So far this app has never gone past three excercises,other
App opens states posedoes not anvance with camand next pose,other
no infomation,other
I could not hear anything,other
It makes me so sad,other
This has NOT been updated in over three weeks,other
Needs just a little work,other
This is the stuff of nightes,other
will not access Thrive Disappointing,other
Why no Magnificat,other
Knows nothing,other
Not helpfull Very simple I did not like it,other
Repetitive and nothing I did not know,other
The commands work well sometimes and sometimes not at all do not waste your time,other
Prayers are not being found Memorare etc and could you please add the Rosary,other
She could not get past time zones said I was not registered,other
Seriously,other
It works well but it does not have the classes for Aventura on it yet,other
Would not pay for this,other
Could not download,other
Alexa says not enabled,other
Same experience herekeeps saying it is not enabled but it IS,other
This does not do anything,other
Says enabled but it is not,other
I too did not get an eva,other
I just heard that I will not amount to anything,other
no traduce bien y la pronunciacion es mala,other
Does not know what up was asking,other
Not much to it but interesting facts,other
Picks nothing up as,other
Poor app,other
My son is thirteen not 5,other
This is just disturbing,other
The softest turd in a letrine,other
Seems more movie oriented which was not explained,other
Creeping me outI turned it off,other
I am disappointed that the creators no longer update the content,other
This works poorly,other
do not have Alexa,other
Do not work Sorry I do not know that wow,other
poor,other
This does not do what I need it to,other
theres no feed on any channel that I listen to,other
Do not have this app,other
garbage,other
Waste of time do not bother do not even try,other
Why does this only do multiplication,other
stupid,other
Bad,other
Does not provide example sentences difficult to understand,other
just bad,other
This one is uselessstinks,other
JW is a cult,other
Sorry does not work great if it did,other
did not hear anything,other
No peas cucumber zucchini onions and probably more I got tired of trying,other
does not know much at all Horrible,other
Alexa does not know any Aesop fables,other
This app is no good,other
Why have it if it is not usable,other
this is awful,other
Salina KS is pronounced SalIna not Saleena the I is long not an e,other
She does not tell you all the details to the fact,other
could not ever access the skill,other
Very poor I think there arebe eight facts it recycles over and over,other
this is horrible,other
it is not one of those must haves,other
does not ever give the location,other
Cuts out after12 words,other
nothing,other
do not get it get a defect skell,other
Facts pretty boring,other
Will not retrieve callsigns at all,other
Good thing thisk is free,other
Worthless app does nothing,other
Diction not suitable for poetry,other
Cannot add more than eight words It takes upwords of twelve minutes to add those eight words,other
complete garbage,other
Will not play F,other
Pretty poor,other
So poorly written,other
I say a letter it makes up its owndoes not work at all,other
this is ridiculous and not in a good way,other
its a bad,other
After we get no response I disabledenabled and still get no response,other
I do not think it is working properly Kind of just rambles on,other
Could not find skill even though enabled,other
Just NO is not an exciting answer No today is not Christmas Day,other
I think there are only twenty words and most are so poorly translated I would not recommend this app at all,other
She already does this stupid I would give it zero if I could,other
but I also think it plays too quickly,other
Badjust bad,other
I could not get Hebrew,other
do not waste your time with wemo garbage,other
nothing links it is really upsetting,other
It is not working in my contry and i bought a bulb,other
No support for N79,other
App works but without Spotify I will not be using it,other
The bTV specifications say the TV has Alexa integration it will not alloe turning on via voice,other
it ws working now is so bad,other
trato de reproducir musica con spotify y apple music y no funciona,other
Someone else noted this a month ago and its still not addressed,other
Does not turn TV on what a waste,other
not work only turn off the tv,other
This is not on the Apple store,other
This is garbage,other
I hate it,other
Just a mess,other
mensaje no se puede activar por problemas geograficos,other
Love the lights but the app is unresponsive and buggy A stain on what Nanoleaf could have been,other
sucks,other
Garbage Dont waste your time,other
It took a few tries but I think I got it to work,other
inconsistent,other
latam is not supported bad,other
suck with Alexa,other
Much too dific,other
Non available in Italy So sad,other
What is pictured is a doorbell not a door lockI am not sure what you are attempting to do here,other
will turn tv on and off not down or up,other
its garbage,other
worthless dont waste your time,other
Still trying,other
No me deja instalar la aplicacion porque supuestamente no reconoce mi localidad,other
Same problem as everyone else,other
It will NOT do the following Play anything from Spotify Play anything from SiriusXM Be useful for anything,other
Only Turns off the TV nothing else,other
link is available for account only,other
Would love to use it but unfortunately its not available in Orlando Florida,other
Who even considers buying anything from this corrupt company do not waste your time cut the cord,other
Needs work,other
I can not understand why it does not support turning the system on or off though,other
Uselessk,other
Work with more models,other
does not support that problem here also,other
Hate it,other
Poor Integration could be so much better,other
no funciona por bloqueo geografico completamente inutil,other
It does Not show camera video feed,other
Good bad,other
not setting up or working,other
not goo,other
bad news,other
I am having same issue with st tv,other
the skill do not enableee,other
Does not support Puerto Rico that is part of USA Why,other
no se puede conectar por restriccion geografica no entiendo,other
Very bad,other
It sucks bad,other
It is not working in Canada,other
not much more to say,other
only works of the tv is already onnot very useful,other
no video support on echo show,other
Title says it all Worthless,other
Why not for germany,other
No esta disponible para panama y aca venden sus focos,other
Off and on this device becomes garbage,other
Good idea Poor exe,other
no funciona,other
app is requesting login information but does not indicate to what,other
Horrible app,other
impossible to set up,other
Not much use as theres no video using this skill,other
wasting time,other
Was disappointed because it does not support Apple Music which is the system I use,other
Will not work with any Kindle Fire,other
does not work with deadbolt,other
Limited functionabiltyintegration with Sonos Doesnt work as advertised Almost useless,other
I just get softlight does not support that,other
usually have a lot and long down times,other
works sometimes and sometimes it does not very frustrating,other
I am not sure if this replaces the original skill,other
It does nor work with myantz,other
It just does nothing,other
Just got my Caavo seems to work well but it sucks with Alexa,other
im too stupid to do this,other
So much for a st home if you have Dish Does not work at all since they got in bed with Google,other
this is stupid,other
Would not buy again Sometimes works Sometimes does not Today it does not,other
Disappointed That the skill is not available in spanishket,other
Could not be so hard right,other
connectsbe half the time times out very quickly dont recommend for anything critical Amazon should not indicate it works with Alex it does not,other
do not bother waste of time,other
The AfricanAmericans have taken over this country,other
Why,other
skill not available for india,other
do not recommend,other
So apparently this only works with Series five higher Why not work for all,other
Title says it all worn out trying to get this app to do anything,other
i hate getting old,other
only good to turn your tv off,other
Straightk,other
Shes dumb,other
Awful,other
no one looking in to issue either even after multiple complaints,other
Wish it would,other
This product is not ready to go anywhere,other
does not work in Germany Any specific reason,other
why make this app it serves no point to even have it,other
What password So confusing,other
The only thing that works is turning the reciver on and off nothing else,other
funciona pero no te da la opciona para visualizar la temperatura o midificarla,other
Same as everyone else wontwork as a just a few days,other
Needs work Sluggish at best,other
worthless skill,other
Next button does nothing,other
too long,other
The skill is still not available for India,other
Scenes do not work do not waste your time,other
Same problem as everyone,other
will not do not,other
Alexa is worthless,other
Just a nighte,other
do not waste your time Will not connect Terrible app,other
NOT avaliable in my country waist of my time,other
I hate that you have to say alarmcom,other
impossible to find a broad mini terrible,other
Not going to pay 3mo just to turn my tv on and off,other
Horrible product,other
Does not work in the Dominican Republic,other
do notjust do not,other
This is not yet supported,other
Needs video support for Echo Show,other
DO NOT I REPEAT DO NOT WAIST YOUR TIME,other
Sad,other
Do not work in Puerto Rico,other
Is a limited skill when will be available a spotify access,other
Bad integration go elsewhere,other
underwhelming,other
Ok except when you have multiple locationsbe I am not setting it up correctly,other
Just awful,other
Does not link up,other
Nothing appears,other
I would rather not update if you are going to break stuff,other
Support is horrible,other
Why would I ever shut my cameras off,other
not what i expected from a st tv,other
Dish should not advertise something will work when it does not Per dish no idea when it will be fixed,other
After many hours I surrender,other
Changes the channels not much more,other
simply will not do anything,other
Very poor,other
Do you not have pride in what you put out,other
Nothing useful here,other
Awful UX,other
frustrating Sonos not as great as i thought,other
On Echo Show five does not go any further than introduction,other
I wish I did not have to listen to the intro every time,other
Ditto on the timeout after a few minutes,other
and it seems to be no way to get Alexis to simply turn off the radio,other
dumb or stupid,other
no good very bad,other
I hate it stupied,other
do not care for the new app Please go back to the old one,other
Would love to use it but unfortunately itAos not available in Orlando Florida,other
no help available that i see,other
Once again it does not pay to be an early adopter of st home products,other
should not need a bs account,other
only works once the TV is actually on but will not turn the tv on from being off,other
No funcina por restricciones geogrdegficas,other
YouAore not yourYouAore welcome,other
it will not enbale for me,other
Says the product id not supported by this app,other
con aplicaciones android si funcina pero con esta de amazon no que lastima,other
No suena ninguna cancin o himno bad,other
no me deja vincular mi cuenta con alexale doy zero estrellas,other
it is not compatible,other
Said I need to set up location in settings but there are not any settingsavailable,other
l been the same weather report for the past two weeks,other
Alexa will not tell update lottery number,other
It only gives weather updates not useful at all,other
I could not add a number outside us,other
there is no way to add chores,other
I do not know when I would use this skill,other
why cabt we add more than one phone to find thats dumb,other
this app sucks it is not a complaint listerner,other
Sorry your number is not a US phone number,other
Does nothing Simply keeps saying alarm for what time An alarm is Not a stopwatch,other
this should make your phone beep not ring,other
will not call you each time for prayer,other
Have to tell your dogs name every time Worthless,other
is this like the U2Iphone thing I did not requestenable thisk,other
Also dislike that there is no setting for Hanafi,other
k beyok Use bartender,other
I do not get it,other
Yup says not the right password,other
Not working She is not Siri,other
Fix your linking issue you buffoons,other
It needs a better name like oof not ouch,other
No entiendo por que tiene restriccion geografica una funcion como esta que es tan basica,other
AlexaDefine codswallop,other
Do not use buggy turns on when you tell it to turn off,other
this is not the integration i assumed it would be,other
as title says its not good at all,other
Sorry no good,other
If you cranked this up you would empty the neighborhood,other
Too badwas looking forward to it,other
Shuts down with sorry I am not sure what went wrong,other
Rather juvenile,other
Really dumb,other
stupid being horrible,other
This was fun until the recent update Now it is not tolerable,other
why is this not available for a reasonable amount of time,other
Alexa will not find your keys The skill will not enable the account so the app is worthless unless you use the phone to use the find my keys but Alexa will not work,other
Run away Run far far away from anything this company makes,other
no any more what happened,other
its really bad I am trying to search for c by GE it could not search for it,other
Alexa AuThis is not supportedAu,other
not buying sony tv again,other
But not until I walked to it and turned the knobOoO,other
doesnt work because its app is not on the apple app store,other
no conecta,other
Lost time to try this,other
i wish i had a live feed of my ring on my echo spot not sure why thats not suported,other
At ainimum the doorbell should ring in non video devices and there should be two ways comms do not put out a skill that does not have any value,other
Worked great for a while Then all of the sudden it just says that my store is not available to take orders at this time So the skill is useless now,Stopped_working
The app is not working It is unable to place an order now after working for six months,Stopped_working
stopped working,Stopped_working
Worked in the past and now it does not sadly,Stopped_working
Very annoying This just stopped working Alexa app still shows skill as enabled but I can no longer place orders,Stopped_working
its two thousand and twenty and now this thing does not work,Stopped_working
i dont think so not after how many times this skill randomly stopped working,Stopped_working
Relaxing but sometimes it just randomly shuts off before the hour is over,Stopped_working
Used it a few times then it just stopped working,Stopped_working
This app almost never works and when it does it never plays in a loop It has not worked at all for the last three days,Stopped_working
Would be a good app if it continued but the other reviews it just stopped after the third minute,Stopped_working
